age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,293,1,-1,0,unknown,no
82,retired,married,secondary,no,121,no,no,telephone,19,330,1,-1,0,unknown,yes
38,technician,married,secondary,no,0,no,no,cellular,26,65,4,-1,0,unknown,no
45,admin.,married,secondary,no,310,yes,no,unknown,8,191,2,-1,0,unknown,no
32,management,married,tertiary,no,820,yes,no,cellular,17,738,3,-1,0,unknown,no
34,technician,single,tertiary,no,362,yes,no,cellular,21,15,2,-1,0,unknown,no
41,management,married,tertiary,no,1204,yes,yes,cellular,13,310,2,-1,0,unknown,no
50,unemployed,single,secondary,no,2668,no,no,telephone,17,1606,1,-1,0,unknown,no
55,technician,divorced,secondary,no,3450,no,no,cellular,10,169,1,183,1,failure,yes
33,self-employed,single,tertiary,no,9670,no,no,cellular,20,204,1,-1,0,unknown,no
35,technician,married,tertiary,no,8029,yes,no,cellular,26,167,1,285,4,success,no
44,services,married,secondary,no,1864,yes,no,telephone,6,10,1,-1,0,unknown,no
32,technician,married,secondary,no,465,yes,no,cellular,12,210,2,-1,0,unknown,no
63,retired,married,tertiary,no,1795,no,no,cellular,7,219,1,-1,0,unknown,yes
35,blue-collar,divorced,primary,no,0,no,no,unknown,1,55,1,-1,0,unknown,no
35,blue-collar,married,primary,no,63,no,yes,cellular,7,243,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,65,2,-1,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,204,2,-1,0,unknown,no
41,technician,married,secondary,no,2851,no,no,cellular,18,296,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,25,yes,no,unknown,8,23,5,-1,0,unknown,no
44,technician,married,secondary,no,106,yes,no,cellular,16,164,6,-1,0,unknown,no
49,housemaid,married,secondary,no,905,no,no,cellular,25,102,4,-1,0,unknown,no
40,management,married,secondary,no,406,yes,no,unknown,12,577,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,0,no,no,cellular,17,116,1,-1,0,unknown,no
60,retired,married,tertiary,no,81,yes,no,unknown,5,101,1,-1,0,unknown,no
53,retired,married,secondary,no,352,yes,no,telephone,20,58,5,-1,0,unknown,no
58,retired,single,secondary,no,1640,no,yes,cellular,4,72,6,274,4,failure,no
37,blue-collar,married,secondary,no,77,yes,no,unknown,15,381,7,-1,0,unknown,no
59,unknown,married,unknown,no,1500,no,no,cellular,4,248,1,182,1,other,no
44,technician,married,secondary,no,1371,no,no,cellular,7,159,3,-1,0,unknown,no
33,management,single,secondary,no,2915,no,no,cellular,6,126,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1109,yes,no,cellular,19,221,12,-1,0,unknown,no
33,services,married,primary,no,0,yes,no,cellular,18,351,2,-1,0,unknown,no
57,admin.,married,unknown,no,17,no,no,cellular,17,54,4,-1,0,unknown,no
37,unemployed,married,tertiary,no,1851,no,no,cellular,30,166,1,-1,0,unknown,no
27,admin.,married,secondary,no,132,no,no,cellular,13,123,2,-1,0,unknown,no
35,technician,married,secondary,no,783,yes,no,cellular,16,772,4,-1,0,unknown,no
45,management,married,tertiary,no,5450,no,no,cellular,8,188,2,-1,0,unknown,no
49,services,divorced,secondary,no,933,no,yes,cellular,29,92,33,-1,0,unknown,no
34,blue-collar,married,primary,no,0,yes,no,cellular,22,149,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,333,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,121,1,-1,0,unknown,no
39,management,married,tertiary,no,-409,yes,no,cellular,29,590,23,-1,0,unknown,no
31,blue-collar,married,primary,no,1601,no,no,cellular,7,615,1,137,3,failure,no
61,retired,divorced,secondary,no,1857,yes,no,unknown,28,173,4,-1,0,unknown,no
60,management,married,primary,no,130,no,no,cellular,28,374,2,-1,0,unknown,no
31,admin.,single,secondary,no,140,yes,yes,cellular,5,111,1,-1,0,unknown,no
56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,120,2,119,4,failure,no
37,services,married,secondary,no,0,yes,no,unknown,3,126,1,-1,0,unknown,no
59,technician,married,secondary,no,2308,no,no,cellular,30,815,1,87,1,other,yes
59,technician,married,secondary,no,2034,no,no,cellular,20,218,2,-1,0,unknown,no
48,management,married,secondary,no,3663,yes,no,cellular,19,239,1,-1,0,unknown,no
39,management,single,tertiary,no,1515,yes,no,cellular,4,815,6,167,6,failure,yes
67,retired,married,unknown,no,2540,no,no,telephone,14,278,5,116,4,other,yes
52,admin.,married,secondary,no,423,yes,yes,cellular,20,139,2,96,7,failure,no
56,management,married,tertiary,no,616,no,no,cellular,13,293,2,105,2,success,yes
37,admin.,single,secondary,no,0,no,no,cellular,21,232,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,163,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,181,2,-1,0,unknown,no
32,admin.,married,secondary,no,552,yes,no,cellular,6,98,2,-1,0,unknown,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,10,89,1,98,3,failure,no
38,technician,single,tertiary,no,523,no,no,cellular,8,388,1,-1,0,unknown,no
56,unemployed,married,secondary,no,1340,no,yes,telephone,30,197,6,-1,0,unknown,no
59,retired,married,primary,no,5521,yes,yes,unknown,13,94,1,-1,0,unknown,no
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,651,1,-1,0,unknown,yes
40,housemaid,married,secondary,no,116,no,no,cellular,11,1099,4,-1,0,unknown,no
35,unemployed,married,unknown,no,144,no,no,cellular,30,187,3,-1,0,unknown,no
35,admin.,single,secondary,no,-413,yes,no,unknown,23,178,1,-1,0,unknown,no
44,management,divorced,secondary,no,5757,yes,no,cellular,18,114,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,-169,yes,no,cellular,14,366,2,-1,0,unknown,no
36,technician,single,tertiary,no,97,no,no,cellular,28,69,17,-1,0,unknown,no
53,technician,married,secondary,no,237,yes,no,telephone,21,18,1,-1,0,unknown,no
74,retired,married,primary,no,670,no,no,cellular,23,266,5,-1,0,unknown,yes
41,admin.,married,secondary,no,3126,yes,no,cellular,29,222,1,91,7,failure,yes
27,blue-collar,married,primary,no,60,yes,no,unknown,3,550,1,-1,0,unknown,no
35,management,single,tertiary,no,478,yes,no,cellular,14,107,1,265,2,failure,no
35,blue-collar,married,secondary,no,2432,yes,no,cellular,14,196,2,-1,0,unknown,no
35,unemployed,married,primary,no,3285,no,no,cellular,21,1555,2,-1,0,unknown,yes
24,services,single,secondary,no,638,yes,yes,cellular,7,792,3,-1,0,unknown,yes
30,services,single,secondary,no,9720,no,yes,cellular,20,255,2,-1,0,unknown,no
47,management,single,tertiary,no,0,yes,no,cellular,19,50,2,-1,0,unknown,no
37,management,married,tertiary,no,-1884,yes,no,cellular,21,193,1,-1,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,5,701,1,-1,0,unknown,yes
34,management,single,tertiary,no,212,no,no,cellular,25,278,8,-1,0,unknown,yes
52,technician,married,secondary,no,-1076,yes,no,cellular,31,58,2,-1,0,unknown,no
39,services,married,secondary,no,0,no,no,cellular,7,333,5,-1,0,unknown,no
33,services,single,secondary,no,-56,no,yes,cellular,10,119,5,-1,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,26,83,4,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,154,3,367,2,failure,no
33,services,married,secondary,no,114,no,yes,unknown,3,676,1,-1,0,unknown,yes
32,blue-collar,single,primary,no,23,yes,yes,unknown,5,160,1,-1,0,unknown,no
36,blue-collar,single,primary,no,367,no,no,cellular,2,217,1,221,1,failure,no
32,unemployed,married,secondary,no,93,yes,no,unknown,20,203,2,-1,0,unknown,no
59,admin.,married,secondary,no,1575,yes,no,cellular,22,1241,11,-1,0,unknown,yes
27,services,single,secondary,no,195,yes,no,cellular,25,416,3,-1,0,unknown,yes
27,admin.,single,secondary,no,192,no,no,telephone,28,1076,17,-1,0,unknown,yes
36,blue-collar,married,secondary,no,512,yes,no,unknown,16,343,1,-1,0,unknown,no
44,technician,single,secondary,no,365,yes,no,unknown,8,169,2,-1,0,unknown,no
28,admin.,single,tertiary,no,336,no,no,cellular,26,135,1,-1,0,unknown,no
43,entrepreneur,married,primary,no,0,yes,no,unknown,30,222,9,-1,0,unknown,no
43,management,married,tertiary,no,2100,yes,no,cellular,21,105,1,-1,0,unknown,no
53,retired,married,primary,no,0,no,no,cellular,31,85,3,-1,0,unknown,no
35,technician,single,secondary,no,951,yes,no,cellular,30,163,1,254,1,failure,no
47,housemaid,married,primary,no,0,yes,no,telephone,15,162,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,2276,no,no,unknown,20,83,3,-1,0,unknown,no
38,self-employed,married,tertiary,no,0,no,yes,cellular,15,77,3,-1,0,unknown,no
43,management,divorced,tertiary,no,388,yes,no,unknown,8,2087,2,-1,0,unknown,yes
67,retired,divorced,secondary,no,704,no,no,cellular,8,186,2,97,1,success,yes
78,retired,divorced,primary,no,1389,no,no,cellular,8,335,1,-1,0,unknown,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,234,1,92,1,success,yes
31,management,single,tertiary,no,37,no,no,cellular,8,669,2,-1,0,unknown,yes
39,technician,divorced,secondary,no,530,yes,yes,cellular,6,68,1,-1,0,unknown,no
39,blue-collar,married,primary,no,579,yes,yes,cellular,5,98,4,-1,0,unknown,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,830,1,-1,0,unknown,yes
42,technician,married,secondary,no,1355,no,no,cellular,13,113,6,-1,0,unknown,no
51,services,married,secondary,no,121,yes,no,cellular,10,122,1,-1,0,unknown,no
34,admin.,married,secondary,no,3185,yes,no,cellular,20,93,1,191,1,failure,no
42,blue-collar,married,secondary,no,3,yes,no,cellular,12,118,1,-1,0,unknown,no
31,housemaid,single,tertiary,no,0,no,no,cellular,22,78,3,-1,0,unknown,no
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,984,1,-1,0,unknown,no
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,1437,2,-1,0,unknown,yes
59,management,single,tertiary,no,68,yes,no,unknown,28,176,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,26,yes,no,cellular,7,245,5,366,2,failure,no
36,management,single,tertiary,no,1339,yes,no,cellular,11,136,1,-1,0,unknown,no
47,services,married,secondary,no,2597,yes,no,unknown,16,323,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,506,yes,no,cellular,6,126,2,-1,0,unknown,no
38,services,married,secondary,no,934,yes,no,cellular,14,715,1,-1,0,unknown,yes
48,services,divorced,secondary,no,403,yes,no,unknown,14,364,1,-1,0,unknown,no
25,student,single,secondary,no,1868,no,no,cellular,26,259,1,103,2,other,yes
35,admin.,married,unknown,no,1055,no,no,cellular,2,59,2,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,19,1102,3,-1,0,unknown,yes
47,technician,married,secondary,no,332,yes,no,cellular,2,276,1,269,1,success,no
42,management,married,tertiary,no,2772,yes,no,cellular,2,244,1,-1,0,unknown,no
33,technician,single,secondary,no,338,yes,no,cellular,29,105,4,-1,0,unknown,no
52,retired,married,primary,no,1629,no,no,telephone,1,192,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,1457,yes,no,cellular,7,89,1,314,1,other,no
31,management,single,tertiary,no,635,yes,no,unknown,15,293,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,131,yes,no,unknown,9,137,2,-1,0,unknown,no
26,technician,single,secondary,no,150,yes,no,unknown,28,216,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,129,no,no,cellular,17,490,7,-1,0,unknown,no
31,self-employed,married,tertiary,no,81,no,no,cellular,28,532,2,-1,0,unknown,no
35,technician,married,secondary,no,8,yes,yes,cellular,20,19,6,-1,0,unknown,no
37,admin.,single,primary,no,912,yes,no,cellular,12,637,3,328,22,other,yes
25,student,single,tertiary,no,20,no,no,cellular,8,127,2,-1,0,unknown,no
90,retired,divorced,primary,no,712,no,no,telephone,3,557,1,-1,0,unknown,yes
37,admin.,married,secondary,no,-325,no,no,cellular,29,179,7,-1,0,unknown,no
29,blue-collar,single,primary,no,343,no,no,cellular,4,39,2,-1,0,unknown,no
55,technician,married,unknown,no,1393,yes,yes,telephone,21,55,5,-1,0,unknown,no
28,services,divorced,secondary,no,89,no,no,unknown,6,174,2,-1,0,unknown,no
35,technician,divorced,secondary,no,515,yes,yes,cellular,29,114,3,-1,0,unknown,no
38,services,married,secondary,no,706,no,no,cellular,18,206,2,-1,0,unknown,no
33,technician,single,tertiary,no,149,yes,no,cellular,19,424,2,182,1,other,yes
52,management,married,tertiary,no,751,no,no,cellular,14,165,4,371,5,failure,no
30,services,single,secondary,no,595,yes,no,cellular,17,172,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,unknown,20,267,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,300,no,no,cellular,6,166,2,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,18,453,1,67,9,success,yes
43,management,divorced,tertiary,no,99,no,no,cellular,29,24,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,46,yes,no,unknown,8,132,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,612,yes,no,telephone,14,47,4,-1,0,unknown,no
60,admin.,divorced,secondary,no,683,no,no,cellular,8,507,1,-1,0,unknown,no
32,self-employed,single,tertiary,no,-98,no,yes,cellular,21,157,2,-1,0,unknown,no
55,services,married,secondary,no,-626,yes,yes,cellular,5,369,2,278,5,failure,no
36,management,married,tertiary,no,5367,no,no,cellular,31,324,1,455,2,failure,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,184,2,182,2,failure,no
30,technician,married,secondary,no,776,no,no,cellular,30,861,2,-1,0,unknown,yes
26,technician,single,secondary,no,831,no,yes,cellular,23,84,13,-1,0,unknown,no
46,management,married,unknown,no,2466,no,no,telephone,1,216,3,370,1,failure,yes
31,blue-collar,married,secondary,no,298,yes,no,unknown,28,154,3,-1,0,unknown,no
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,254,1,-1,0,unknown,yes
59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,73,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,266,1,-1,0,unknown,no
28,unemployed,married,tertiary,no,482,no,no,cellular,25,119,1,-1,0,unknown,yes
50,management,married,tertiary,no,2366,no,no,cellular,28,816,2,149,1,other,yes
47,technician,married,secondary,no,85,no,no,cellular,19,51,2,-1,0,unknown,no
45,management,married,tertiary,no,1363,yes,no,unknown,15,657,5,-1,0,unknown,no
35,management,married,tertiary,no,365,no,no,cellular,21,168,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1903,no,no,cellular,29,21,6,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,telephone,22,28,4,-1,0,unknown,no
31,admin.,single,secondary,no,862,yes,no,cellular,15,47,2,-1,0,unknown,no
34,services,married,primary,no,285,yes,no,cellular,3,625,4,-1,0,unknown,no
34,management,married,secondary,no,724,yes,no,cellular,25,305,1,-1,0,unknown,no
34,admin.,married,secondary,no,260,no,no,cellular,28,50,1,-1,0,unknown,no
37,technician,single,tertiary,no,160,no,no,cellular,29,204,2,-1,0,unknown,no
35,technician,married,tertiary,no,944,no,no,cellular,8,351,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1373,yes,no,telephone,28,81,5,-1,0,unknown,no
34,management,single,tertiary,no,1058,yes,no,cellular,4,240,1,-1,0,unknown,no
57,management,married,primary,no,0,no,no,cellular,19,97,1,-1,0,unknown,no
51,admin.,single,unknown,no,196,no,no,unknown,11,98,1,-1,0,unknown,no
46,technician,married,tertiary,no,-582,yes,no,cellular,5,245,4,354,9,other,no
32,technician,single,secondary,no,493,no,no,cellular,13,289,2,-1,0,unknown,no
42,blue-collar,married,primary,no,1059,yes,no,unknown,20,163,2,-1,0,unknown,no
43,technician,married,secondary,no,-235,yes,yes,unknown,29,260,2,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,20,273,1,90,3,success,yes
39,blue-collar,married,secondary,no,971,yes,yes,unknown,1,471,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,-6,yes,no,unknown,3,161,1,-1,0,unknown,no
35,technician,single,secondary,no,353,yes,no,cellular,20,8,3,-1,0,unknown,no
40,blue-collar,married,unknown,no,1181,yes,no,cellular,4,718,2,189,2,success,yes
41,technician,married,secondary,no,442,yes,yes,cellular,17,261,3,322,1,other,no
36,blue-collar,single,secondary,no,1012,yes,yes,unknown,6,399,1,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,cellular,6,84,2,169,3,failure,no
39,technician,married,secondary,no,13165,yes,yes,cellular,22,147,4,-1,0,unknown,no
31,admin.,single,secondary,no,0,no,no,unknown,19,179,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,265,1,-1,0,unknown,no
46,blue-collar,married,primary,no,4170,yes,yes,cellular,12,118,2,357,3,failure,no
77,retired,married,tertiary,no,7802,no,no,telephone,1,483,2,-1,0,unknown,yes
51,housemaid,married,primary,no,3073,no,no,unknown,12,410,1,-1,0,unknown,no
35,blue-collar,divorced,primary,yes,0,yes,no,cellular,10,187,1,-1,0,unknown,no
60,management,divorced,secondary,no,0,no,no,cellular,5,603,3,-1,0,unknown,yes
31,management,married,tertiary,no,1230,yes,no,unknown,27,290,4,-1,0,unknown,no
39,technician,married,secondary,no,694,yes,no,cellular,23,413,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,968,1,-1,0,unknown,no
35,technician,single,secondary,no,204,yes,no,cellular,25,236,1,-1,0,unknown,yes
65,retired,married,primary,no,1992,no,no,telephone,2,459,1,-1,0,unknown,no
23,technician,single,secondary,no,4659,yes,no,cellular,7,158,1,318,4,failure,no
56,technician,divorced,secondary,no,146,yes,no,cellular,5,419,3,-1,0,unknown,yes
48,services,single,unknown,no,5095,yes,no,unknown,16,71,1,-1,0,unknown,no
55,technician,married,secondary,no,3899,yes,no,telephone,28,596,4,-1,0,unknown,yes
32,self-employed,single,secondary,no,360,yes,no,cellular,9,175,3,259,4,failure,no
36,technician,divorced,tertiary,no,0,no,no,unknown,23,539,2,-1,0,unknown,no
27,management,single,tertiary,yes,-713,yes,no,unknown,4,525,2,-1,0,unknown,yes
27,services,married,secondary,no,311,yes,no,cellular,15,50,1,352,1,failure,no
26,student,single,tertiary,no,0,no,no,cellular,15,41,2,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,1,212,1,-1,0,unknown,yes
59,retired,married,primary,no,1634,yes,yes,cellular,5,836,1,-1,0,unknown,yes
60,services,married,secondary,no,-46,no,no,unknown,23,132,2,-1,0,unknown,no
55,management,married,primary,no,199,yes,yes,cellular,10,192,1,-1,0,unknown,no
33,management,married,tertiary,no,22867,yes,no,cellular,10,165,1,92,5,success,no
25,student,single,secondary,no,486,no,no,cellular,13,273,3,199,4,failure,yes
41,management,single,tertiary,no,572,yes,no,unknown,8,8,2,-1,0,unknown,no
35,management,married,tertiary,no,1631,yes,no,unknown,21,83,2,-1,0,unknown,no
41,blue-collar,single,secondary,no,363,yes,no,unknown,8,183,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,351,yes,no,unknown,16,76,21,-1,0,unknown,no
43,technician,married,secondary,no,4056,no,no,cellular,4,154,2,-1,0,unknown,no
53,management,married,tertiary,no,6408,no,no,unknown,6,29,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,yes,no,cellular,17,139,3,-1,0,unknown,no
45,blue-collar,married,unknown,no,850,no,no,cellular,19,211,2,-1,0,unknown,no
47,admin.,married,secondary,no,368,no,no,cellular,21,403,1,87,6,success,yes
37,management,single,tertiary,no,0,no,no,cellular,20,107,1,258,3,other,no
32,management,divorced,tertiary,no,874,no,no,cellular,12,1282,6,-1,0,unknown,yes
